genome,A_V,B_V,c_V,V_with_c,V_two_cats,V_one_cat
GB_GCA_003009755.1,1.0,1.0,0.0,0.0,1.0,1.0
GB_GCA_003009795.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_003009815.1,2.0,0.0,1.0,0.0,0.0,2.0
GB_GCA_003019535.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_003019595.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_003020925.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_003020945.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_003020965.1,2.0,1.0,2.0,1.0,1.0,2.0
GB_GCA_003020985.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_003021005.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_003021015.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_003021045.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_003021085.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_003021175.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_003021235.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_003021285.1,1.0,0.0,1.0,0.0,0.0,1.0
GB_GCA_003021305.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_003021335.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_003021655.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_003021685.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_003021705.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_003021725.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_003021745.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_003021755.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_003021785.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_003021975.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_003022005.1,1.0,2.0,1.0,1.0,1.0,2.0
GB_GCA_003022085.1,1.0,1.0,0.0,0.0,1.0,1.0
GB_GCA_003022685.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_003022725.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_003022745.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_003022845.1,1.0,0.0,1.0,0.0,0.0,1.0
GB_GCA_003022865.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_003022945.1,1.0,1.0,2.0,1.0,1.0,1.0
GB_GCA_003023165.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_003023185.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_003023195.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_003023405.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_003023465.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_003023485.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_003023535.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_003023565.1,1.0,1.0,0.0,0.0,1.0,1.0
GB_GCA_003023785.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_003034855.1,1.0,1.0,2.0,1.0,1.0,1.0
GB_GCA_003045865.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_003056265.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_003056285.1,1.0,1.0,0.0,0.0,1.0,1.0
GB_GCA_003058495.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_003058525.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_003062205.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_003070825.1,1.0,1.0,0.0,0.0,1.0,1.0
GB_GCA_003086435.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_003094535.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_003094555.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_003096255.1,0.0,1.0,0.0,0.0,0.0,1.0
GB_GCA_003104905.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_003105185.1,1.0,1.0,0.0,0.0,1.0,1.0
GB_GCA_003105225.1,3.0,2.0,1.0,1.0,2.0,3.0
GB_GCA_003105245.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_003129525.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_003131365.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_003132125.1,1.0,2.0,1.0,1.0,1.0,2.0
GB_GCA_003132265.1,1.0,0.0,1.0,0.0,0.0,1.0
GB_GCA_003132905.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_003133285.1,2.0,2.0,2.0,2.0,2.0,2.0
GB_GCA_003133325.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_003133665.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_003133685.1,0.0,1.0,1.0,0.0,0.0,1.0
GB_GCA_003134035.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_003134045.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_003134755.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_003135575.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_003135895.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_003135935.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_003136075.1,2.0,2.0,2.0,2.0,2.0,2.0
GB_GCA_003136095.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_003136185.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_003136415.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_003138815.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_003139855.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_003141335.1,3.0,3.0,2.0,2.0,3.0,3.0
GB_GCA_003141795.1,2.0,2.0,2.0,2.0,2.0,2.0
GB_GCA_003141915.1,2.0,1.0,1.0,1.0,1.0,2.0
GB_GCA_003142095.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_003142295.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_003142855.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_003144275.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_003148945.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_003149835.1,1.0,1.0,0.0,0.0,1.0,1.0
GB_GCA_003149955.1,2.0,2.0,1.0,1.0,2.0,2.0
GB_GCA_003150115.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_003150135.1,2.0,1.0,1.0,1.0,1.0,2.0
GB_GCA_003150225.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_003150355.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_003150485.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_003151315.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_003151425.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_003151475.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_003151535.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_003151655.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_003151665.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_003151735.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_003151775.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_003151895.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_003151935.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_003152055.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_003152165.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_003152215.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_003152555.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_003152955.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_003153015.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_003153125.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_003153295.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_003153505.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_003153875.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_003153895.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_003153935.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_003154335.1,3.0,2.0,2.0,2.0,2.0,3.0
GB_GCA_003154555.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_003154635.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_003155465.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_003157235.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_003157315.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_003157385.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_003157775.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_003157895.1,3.0,1.0,2.0,1.0,1.0,3.0
GB_GCA_003158115.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_003158275.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_003158355.1,1.0,1.0,0.0,0.0,1.0,1.0
GB_GCA_003158415.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_003158455.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_003158735.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_003159055.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_003160755.1,1.0,2.0,1.0,1.0,1.0,2.0
GB_GCA_003161815.1,1.0,1.0,0.0,0.0,1.0,1.0
GB_GCA_003161835.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_003162115.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_003162175.1,2.0,2.0,2.0,2.0,2.0,2.0
GB_GCA_003162615.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_003162655.1,1.0,2.0,1.0,1.0,1.0,2.0
GB_GCA_003164045.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_003164295.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_003164415.1,1.0,1.0,0.0,0.0,1.0,1.0
GB_GCA_003164495.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_003164755.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_003164785.1,1.0,1.0,0.0,0.0,1.0,1.0
GB_GCA_003164815.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_003165155.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_003165195.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_003165595.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_003166335.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_003168075.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_003169895.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_003170075.1,2.0,2.0,2.0,2.0,2.0,2.0
GB_GCA_003170085.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_003170115.1,2.0,1.0,2.0,1.0,1.0,2.0
GB_GCA_003170575.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_003170935.1,2.0,2.0,2.0,2.0,2.0,2.0
GB_GCA_003171215.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_003176115.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_003176995.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_003193925.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_003194425.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_003194435.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_003194445.1,2.0,2.0,1.0,1.0,2.0,2.0
GB_GCA_003194485.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_003194495.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_003208835.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_003209055.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_003209065.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_003209155.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_003209165.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_003209375.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_003209415.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_003209475.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_003209565.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_003209585.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_003209655.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_003209755.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_003209795.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_003210135.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_003210155.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_003210275.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_003210285.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_003210315.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_003210655.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_003210695.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_003210735.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_003210895.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_003210915.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_003211115.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_003211135.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_003211205.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_003211235.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_003211535.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_003211955.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_003212005.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_003212195.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_003212375.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_003212515.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_003212535.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_003212555.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_003212615.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_003212625.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_003212655.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_003212695.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_003212755.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_003212885.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_003213235.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_003213275.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_003213355.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_003213375.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_003213855.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_003213955.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_003214055.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_003214085.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_003214175.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_003214195.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_003214215.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_003214315.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_003214355.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_003214695.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_003214815.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_003214975.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_003215295.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_003215315.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_003215335.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_003215355.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_003215435.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_003215475.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_003215535.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_003215545.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_003215655.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_003215725.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_003215775.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_003215795.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_003215895.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_003215935.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_003216035.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_003216135.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_003216155.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_003216175.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_003216275.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_003216295.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_003216355.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_003216375.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_003216415.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_003216465.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_003216535.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_003216595.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_003216615.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_003216635.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_003216725.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_003216755.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_003216775.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_003216795.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_003216815.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_003216895.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_003216955.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_003217035.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_003228395.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_003228415.1,1.0,0.0,0.0,0.0,0.0,1.0
GB_GCA_003228815.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_003229735.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_003229935.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_003230355.1,1.0,1.0,2.0,1.0,1.0,1.0
GB_GCA_003230535.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_003230615.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_003230635.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_003230915.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_003233545.1,2.0,2.0,2.0,2.0,2.0,2.0
GB_GCA_003235365.1,1.0,1.0,0.0,0.0,1.0,1.0
GB_GCA_003235715.1,1.0,1.0,0.0,0.0,1.0,1.0
GB_GCA_003242035.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_003242255.1,2.0,2.0,2.0,2.0,2.0,2.0
GB_GCA_003242315.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_003242895.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_003245395.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_003245525.1,2.0,2.0,1.0,1.0,2.0,2.0
GB_GCA_003245625.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_003245635.1,2.0,2.0,1.0,1.0,2.0,2.0
GB_GCA_003245675.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_003245785.1,2.0,2.0,2.0,2.0,2.0,2.0
GB_GCA_003245835.1,2.0,3.0,1.0,1.0,2.0,3.0
GB_GCA_003246035.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_003246265.1,1.0,1.0,0.0,0.0,1.0,1.0
GB_GCA_003246295.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_003246335.1,2.0,2.0,2.0,2.0,2.0,2.0
GB_GCA_003246365.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_003246475.1,1.0,1.0,0.0,0.0,1.0,1.0
GB_GCA_003246505.1,2.0,2.0,1.0,1.0,2.0,2.0
GB_GCA_003246765.1,2.0,2.0,0.0,0.0,2.0,2.0
GB_GCA_003246805.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_003246895.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_003246935.1,1.0,0.0,0.0,0.0,0.0,1.0
GB_GCA_003247135.1,1.0,1.0,0.0,0.0,1.0,1.0
GB_GCA_003247215.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_003247225.1,2.0,2.0,2.0,2.0,2.0,2.0
GB_GCA_003247345.1,2.0,2.0,1.0,1.0,2.0,2.0
GB_GCA_003247575.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_003249025.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_003249095.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_003249105.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_003249225.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_003249255.1,2.0,2.0,1.0,1.0,2.0,2.0
GB_GCA_003249275.1,1.0,1.0,0.0,0.0,1.0,1.0
GB_GCA_003249555.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_003249585.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_003249785.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_003249795.1,1.0,1.0,0.0,0.0,1.0,1.0
GB_GCA_003249935.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_003250235.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_003250325.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_003250495.1,1.0,0.0,1.0,0.0,0.0,1.0
GB_GCA_003250865.1,1.0,1.0,0.0,0.0,1.0,1.0
GB_GCA_003251015.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_003251175.1,1.0,2.0,1.0,1.0,1.0,2.0
GB_GCA_003251535.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_003251775.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_003251795.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_003251955.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_003252135.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_003252225.1,1.0,1.0,0.0,0.0,1.0,1.0
GB_GCA_003252385.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_003252395.1,2.0,2.0,2.0,2.0,2.0,2.0
GB_GCA_003252455.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_003252515.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_003266105.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_003266145.1,2.0,1.0,1.0,1.0,1.0,2.0
GB_GCA_003277985.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_003278045.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_003278195.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_003278225.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_003278255.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_003278305.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_003278345.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_003278365.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_003278425.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_003278465.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_003278525.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_003278535.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_003278545.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_003278685.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_003278705.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_003278735.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_003278765.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_003278845.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_003278875.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_003278895.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_003278955.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_003279005.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_003279015.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_003279055.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_003279105.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_003279115.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_003279445.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_003279535.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_003279565.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_003279585.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_003279615.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_003279635.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_003279655.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_003279845.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_003279855.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_003279875.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_003279935.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_003279945.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_003280025.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_003280055.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_003280085.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_003280095.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_003280105.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_003280135.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_003280165.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_003280185.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_003280225.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_003280245.1,0.0,0.0,1.0,0.0,0.0,0.0
